weight,transportation_type,zone,service_type,price
62 lbs,ground,2,FedEx Home Delivery,30.25
62 lbs,ground,3,FedEx Home Delivery,38.94
62 lbs,ground,4,FedEx Home Delivery,43.9
62 lbs,ground,5,FedEx Home Delivery,56.23
62 lbs,ground,6,FedEx Home Delivery,66.86
62 lbs,ground,7,FedEx Home Delivery,79.01
62 lbs,ground,8,FedEx Home Delivery,93.83
63 lbs,ground,2,FedEx Home Delivery,30.26
63 lbs,ground,3,FedEx Home Delivery,38.95
63 lbs,ground,4,FedEx Home Delivery,44.32
63 lbs,ground,5,FedEx Home Delivery,56.26
63 lbs,ground,6,FedEx Home Delivery,67.32
63 lbs,ground,7,FedEx Home Delivery,79.66
63 lbs,ground,8,FedEx Home Delivery,94.4
64 lbs,ground,2,FedEx Home Delivery,31.07
64 lbs,ground,3,FedEx Home Delivery,38.97
64 lbs,ground,4,FedEx Home Delivery,45.05
64 lbs,ground,5,FedEx Home Delivery,56.27
64 lbs,ground,6,FedEx Home Delivery,67.8
64 lbs,ground,7,FedEx Home Delivery,79.67
64 lbs,ground,8,FedEx Home Delivery,94.98
65 lbs,ground,2,FedEx Home Delivery,31.41
65 lbs,ground,3,FedEx Home Delivery,40.01
65 lbs,ground,4,FedEx Home Delivery,45.06
65 lbs,ground,5,FedEx Home Delivery,56.28
65 lbs,ground,6,FedEx Home Delivery,68.39
65 lbs,ground,7,FedEx Home Delivery,79.86
65 lbs,ground,8,FedEx Home Delivery,95.13
66 lbs,ground,2,FedEx Home Delivery,31.57
66 lbs,ground,3,FedEx Home Delivery,40.4
66 lbs,ground,4,FedEx Home Delivery,45.07
66 lbs,ground,5,FedEx Home Delivery,56.29
66 lbs,ground,6,FedEx Home Delivery,68.44
66 lbs,ground,7,FedEx Home Delivery,80.11
66 lbs,ground,8,FedEx Home Delivery,95.54
67 lbs,ground,2,FedEx Home Delivery,31.58
67 lbs,ground,3,FedEx Home Delivery,40.42
67 lbs,ground,4,FedEx Home Delivery,45.08
67 lbs,ground,5,FedEx Home Delivery,56.4
67 lbs,ground,6,FedEx Home Delivery,68.97
67 lbs,ground,7,FedEx Home Delivery,80.5
67 lbs,ground,8,FedEx Home Delivery,96.44
68 lbs,ground,2,FedEx Home Delivery,31.94
68 lbs,ground,3,FedEx Home Delivery,41.16
68 lbs,ground,4,FedEx Home Delivery,47.81
68 lbs,ground,5,FedEx Home Delivery,57.68
68 lbs,ground,6,FedEx Home Delivery,69.99
68 lbs,ground,7,FedEx Home Delivery,81.72
68 lbs,ground,8,FedEx Home Delivery,96.45
69 lbs,ground,2,FedEx Home Delivery,32.6
69 lbs,ground,3,FedEx Home Delivery,41.56
69 lbs,ground,4,FedEx Home Delivery,48.28
69 lbs,ground,5,FedEx Home Delivery,58.09
69 lbs,ground,6,FedEx Home Delivery,70.36
69 lbs,ground,7,FedEx Home Delivery,81.73
69 lbs,ground,8,FedEx Home Delivery,96.96
70 lbs,ground,2,FedEx Home Delivery,32.75
70 lbs,ground,3,FedEx Home Delivery,42.14
70 lbs,ground,4,FedEx Home Delivery,49.33
70 lbs,ground,5,FedEx Home Delivery,60.89
70 lbs,ground,6,FedEx Home Delivery,71.76
70 lbs,ground,7,FedEx Home Delivery,81.74
70 lbs,ground,8,FedEx Home Delivery,97.79
71 lbs,ground,2,FedEx Home Delivery,32.77
71 lbs,ground,3,FedEx Home Delivery,42.15
71 lbs,ground,4,FedEx Home Delivery,50.09
71 lbs,ground,5,FedEx Home Delivery,60.9
71 lbs,ground,6,FedEx Home Delivery,72.24
71 lbs,ground,7,FedEx Home Delivery,83.07
71 lbs,ground,8,FedEx Home Delivery,97.82
72 lbs,ground,2,FedEx Home Delivery,33.71
72 lbs,ground,3,FedEx Home Delivery,42.16
72 lbs,ground,4,FedEx Home Delivery,51.15
72 lbs,ground,5,FedEx Home Delivery,60.92
72 lbs,ground,6,FedEx Home Delivery,73.43
72 lbs,ground,7,FedEx Home Delivery,86.61
72 lbs,ground,8,FedEx Home Delivery,97.97
73 lbs,ground,2,FedEx Home Delivery,33.92
73 lbs,ground,3,FedEx Home Delivery,42.56
73 lbs,ground,4,FedEx Home Delivery,51.16
73 lbs,ground,5,FedEx Home Delivery,61.82
73 lbs,ground,6,FedEx Home Delivery,74.22
73 lbs,ground,7,FedEx Home Delivery,86.76
73 lbs,ground,8,FedEx Home Delivery,97.98
74 lbs,ground,2,FedEx Home Delivery,34.82
74 lbs,ground,3,FedEx Home Delivery,42.57
74 lbs,ground,4,FedEx Home Delivery,51.17
74 lbs,ground,5,FedEx Home Delivery,61.84
74 lbs,ground,6,FedEx Home Delivery,75.36
74 lbs,ground,7,FedEx Home Delivery,86.77
74 lbs,ground,8,FedEx Home Delivery,97.99
75 lbs,ground,2,FedEx Home Delivery,36.11
75 lbs,ground,3,FedEx Home Delivery,42.59
75 lbs,ground,4,FedEx Home Delivery,51.18
75 lbs,ground,5,FedEx Home Delivery,62.32
75 lbs,ground,6,FedEx Home Delivery,75.37
75 lbs,ground,7,FedEx Home Delivery,87.65
75 lbs,ground,8,FedEx Home Delivery,98.0
76 lbs,ground,2,FedEx Home Delivery,38.9
76 lbs,ground,3,FedEx Home Delivery,44.98
76 lbs,ground,4,FedEx Home Delivery,51.51
76 lbs,ground,5,FedEx Home Delivery,63.27
76 lbs,ground,6,FedEx Home Delivery,77.04
76 lbs,ground,7,FedEx Home Delivery,89.07
76 lbs,ground,8,FedEx Home Delivery,98.92
77 lbs,ground,2,FedEx Home Delivery,40.42
77 lbs,ground,3,FedEx Home Delivery,45.63
77 lbs,ground,4,FedEx Home Delivery,52.1
77 lbs,ground,5,FedEx Home Delivery,63.56
77 lbs,ground,6,FedEx Home Delivery,77.48
77 lbs,ground,7,FedEx Home Delivery,91.61
77 lbs,ground,8,FedEx Home Delivery,98.93
78 lbs,ground,2,FedEx Home Delivery,40.46
78 lbs,ground,3,FedEx Home Delivery,47.35
78 lbs,ground,4,FedEx Home Delivery,53.63
78 lbs,ground,5,FedEx Home Delivery,64.24
78 lbs,ground,6,FedEx Home Delivery,77.97
78 lbs,ground,7,FedEx Home Delivery,92.29
78 lbs,ground,8,FedEx Home Delivery,98.95
79 lbs,ground,2,FedEx Home Delivery,42.28
79 lbs,ground,3,FedEx Home Delivery,49.31
79 lbs,ground,4,FedEx Home Delivery,54.97
79 lbs,ground,5,FedEx Home Delivery,65.25
79 lbs,ground,6,FedEx Home Delivery,79.6
79 lbs,ground,7,FedEx Home Delivery,93.72
79 lbs,ground,8,FedEx Home Delivery,100.56
80 lbs,ground,2,FedEx Home Delivery,43.43
80 lbs,ground,3,FedEx Home Delivery,50.26
80 lbs,ground,4,FedEx Home Delivery,55.21
80 lbs,ground,5,FedEx Home Delivery,66.8
80 lbs,ground,6,FedEx Home Delivery,80.92
80 lbs,ground,7,FedEx Home Delivery,95.01
80 lbs,ground,8,FedEx Home Delivery,101.34
81 lbs,ground,2,FedEx Home Delivery,44.5
81 lbs,ground,3,FedEx Home Delivery,50.66
81 lbs,ground,4,FedEx Home Delivery,56.55
81 lbs,ground,5,FedEx Home Delivery,67.25
81 lbs,ground,6,FedEx Home Delivery,81.97
81 lbs,ground,7,FedEx Home Delivery,95.58
81 lbs,ground,8,FedEx Home Delivery,101.68
82 lbs,ground,2,FedEx Home Delivery,45.94
82 lbs,ground,3,FedEx Home Delivery,51.9
82 lbs,ground,4,FedEx Home Delivery,59.11
82 lbs,ground,5,FedEx Home Delivery,68.97
82 lbs,ground,6,FedEx Home Delivery,82.19
82 lbs,ground,7,FedEx Home Delivery,98.06
82 lbs,ground,8,FedEx Home Delivery,101.69
83 lbs,ground,2,FedEx Home Delivery,45.95
83 lbs,ground,3,FedEx Home Delivery,51.91
83 lbs,ground,4,FedEx Home Delivery,59.12
83 lbs,ground,5,FedEx Home Delivery,68.98
83 lbs,ground,6,FedEx Home Delivery,82.43
83 lbs,ground,7,FedEx Home Delivery,98.07
83 lbs,ground,8,FedEx Home Delivery,101.7
84 lbs,ground,2,FedEx Home Delivery,47.78
84 lbs,ground,3,FedEx Home Delivery,53.97
84 lbs,ground,4,FedEx Home Delivery,60.84
84 lbs,ground,5,FedEx Home Delivery,69.65
84 lbs,ground,6,FedEx Home Delivery,84.46
84 lbs,ground,7,FedEx Home Delivery,99.24
84 lbs,ground,8,FedEx Home Delivery,102.48
85 lbs,ground,2,FedEx Home Delivery,49.06
85 lbs,ground,3,FedEx Home Delivery,53.98
85 lbs,ground,4,FedEx Home Delivery,60.88
85 lbs,ground,5,FedEx Home Delivery,70.77
85 lbs,ground,6,FedEx Home Delivery,84.97
85 lbs,ground,7,FedEx Home Delivery,100.31
85 lbs,ground,8,FedEx Home Delivery,103.59
86 lbs,ground,2,FedEx Home Delivery,50.85
86 lbs,ground,3,FedEx Home Delivery,56.97
86 lbs,ground,4,FedEx Home Delivery,63.26
86 lbs,ground,5,FedEx Home Delivery,72.1
86 lbs,ground,6,FedEx Home Delivery,86.79
86 lbs,ground,7,FedEx Home Delivery,103.14
86 lbs,ground,8,FedEx Home Delivery,106.76
87 lbs,ground,2,FedEx Home Delivery,51.9
87 lbs,ground,3,FedEx Home Delivery,57.0
87 lbs,ground,4,FedEx Home Delivery,63.27
87 lbs,ground,5,FedEx Home Delivery,72.11
87 lbs,ground,6,FedEx Home Delivery,87.93
87 lbs,ground,7,FedEx Home Delivery,103.22
87 lbs,ground,8,FedEx Home Delivery,106.93
88 lbs,ground,2,FedEx Home Delivery,54.05
88 lbs,ground,3,FedEx Home Delivery,58.27
88 lbs,ground,4,FedEx Home Delivery,65.26
88 lbs,ground,5,FedEx Home Delivery,74.44
88 lbs,ground,6,FedEx Home Delivery,88.25
88 lbs,ground,7,FedEx Home Delivery,103.33
88 lbs,ground,8,FedEx Home Delivery,108.11
89 lbs,ground,2,FedEx Home Delivery,56.47
89 lbs,ground,3,FedEx Home Delivery,59.9
89 lbs,ground,4,FedEx Home Delivery,66.54
89 lbs,ground,5,FedEx Home Delivery,74.68
89 lbs,ground,6,FedEx Home Delivery,90.17
89 lbs,ground,7,FedEx Home Delivery,104.39
89 lbs,ground,8,FedEx Home Delivery,110.37
90 lbs,ground,2,FedEx Home Delivery,59.92
90 lbs,ground,3,FedEx Home Delivery,62.49
90 lbs,ground,4,FedEx Home Delivery,69.42
90 lbs,ground,5,FedEx Home Delivery,76.87
90 lbs,ground,6,FedEx Home Delivery,91.45
90 lbs,ground,7,FedEx Home Delivery,106.81
90 lbs,ground,8,FedEx Home Delivery,112.55
91 lbs,ground,2,FedEx Home Delivery,59.93
91 lbs,ground,3,FedEx Home Delivery,62.5
91 lbs,ground,4,FedEx Home Delivery,69.43
91 lbs,ground,5,FedEx Home Delivery,76.88
91 lbs,ground,6,FedEx Home Delivery,91.46
91 lbs,ground,7,FedEx Home Delivery,106.82
91 lbs,ground,8,FedEx Home Delivery,112.56
92 lbs,ground,2,FedEx Home Delivery,61.27
92 lbs,ground,3,FedEx Home Delivery,63.09
92 lbs,ground,4,FedEx Home Delivery,69.8
92 lbs,ground,5,FedEx Home Delivery,77.62
92 lbs,ground,6,FedEx Home Delivery,92.58
92 lbs,ground,7,FedEx Home Delivery,106.84
92 lbs,ground,8,FedEx Home Delivery,112.89
93 lbs,ground,2,FedEx Home Delivery,62.06
93 lbs,ground,3,FedEx Home Delivery,63.69
93 lbs,ground,4,FedEx Home Delivery,71.12
93 lbs,ground,5,FedEx Home Delivery,77.63
93 lbs,ground,6,FedEx Home Delivery,92.59
93 lbs,ground,7,FedEx Home Delivery,106.85
93 lbs,ground,8,FedEx Home Delivery,112.9
94 lbs,ground,2,FedEx Home Delivery,62.38
94 lbs,ground,3,FedEx Home Delivery,65.37
94 lbs,ground,4,FedEx Home Delivery,71.47
94 lbs,ground,5,FedEx Home Delivery,78.63
94 lbs,ground,6,FedEx Home Delivery,94.55
94 lbs,ground,7,FedEx Home Delivery,106.87
94 lbs,ground,8,FedEx Home Delivery,115.14
95 lbs,ground,2,FedEx Home Delivery,63.23
95 lbs,ground,3,FedEx Home Delivery,65.96
95 lbs,ground,4,FedEx Home Delivery,71.95
95 lbs,ground,5,FedEx Home Delivery,79.7
95 lbs,ground,6,FedEx Home Delivery,94.83
95 lbs,ground,7,FedEx Home Delivery,107.24
95 lbs,ground,8,FedEx Home Delivery,116.38
96 lbs,ground,2,FedEx Home Delivery,65.25
96 lbs,ground,3,FedEx Home Delivery,66.39
96 lbs,ground,4,FedEx Home Delivery,74.58
96 lbs,ground,5,FedEx Home Delivery,80.58
96 lbs,ground,6,FedEx Home Delivery,94.84
96 lbs,ground,7,FedEx Home Delivery,107.25
96 lbs,ground,8,FedEx Home Delivery,117.53
97 lbs,ground,2,FedEx Home Delivery,67.39
97 lbs,ground,3,FedEx Home Delivery,68.99
97 lbs,ground,4,FedEx Home Delivery,75.66
97 lbs,ground,5,FedEx Home Delivery,81.88
97 lbs,ground,6,FedEx Home Delivery,96.88
97 lbs,ground,7,FedEx Home Delivery,108.79
97 lbs,ground,8,FedEx Home Delivery,119.85
98 lbs,ground,2,FedEx Home Delivery,68.29
98 lbs,ground,3,FedEx Home Delivery,69.44
98 lbs,ground,4,FedEx Home Delivery,75.67
98 lbs,ground,5,FedEx Home Delivery,82.83
98 lbs,ground,6,FedEx Home Delivery,97.97
98 lbs,ground,7,FedEx Home Delivery,108.8
98 lbs,ground,8,FedEx Home Delivery,119.86
99 lbs,ground,2,FedEx Home Delivery,69.23
99 lbs,ground,3,FedEx Home Delivery,69.85
99 lbs,ground,4,FedEx Home Delivery,77.07
99 lbs,ground,5,FedEx Home Delivery,83.88
99 lbs,ground,6,FedEx Home Delivery,98.19
99 lbs,ground,7,FedEx Home Delivery,109.89
99 lbs,ground,8,FedEx Home Delivery,121.07
100 lbs,ground,2,FedEx Home Delivery,70.39
100 lbs,ground,3,FedEx Home Delivery,71.03
100 lbs,ground,4,FedEx Home Delivery,77.81
100 lbs,ground,5,FedEx Home Delivery,84.33
100 lbs,ground,6,FedEx Home Delivery,99.26
100 lbs,ground,7,FedEx Home Delivery,109.97
100 lbs,ground,8,FedEx Home Delivery,121.15
101 lbs,ground,2,FedEx Home Delivery,70.88
101 lbs,ground,3,FedEx Home Delivery,71.72
101 lbs,ground,4,FedEx Home Delivery,77.83
101 lbs,ground,5,FedEx Home Delivery,85.13
101 lbs,ground,6,FedEx Home Delivery,100.21
101 lbs,ground,7,FedEx Home Delivery,111.01
101 lbs,ground,8,FedEx Home Delivery,122.27
102 lbs,ground,2,FedEx Home Delivery,71.56
102 lbs,ground,3,FedEx Home Delivery,71.73
102 lbs,ground,4,FedEx Home Delivery,78.57
102 lbs,ground,5,FedEx Home Delivery,85.14
102 lbs,ground,6,FedEx Home Delivery,100.22
102 lbs,ground,7,FedEx Home Delivery,111.02
102 lbs,ground,8,FedEx Home Delivery,122.28
103 lbs,ground,2,FedEx Home Delivery,72.5
103 lbs,ground,3,FedEx Home Delivery,73.51
103 lbs,ground,4,FedEx Home Delivery,80.19
103 lbs,ground,5,FedEx Home Delivery,85.64
103 lbs,ground,6,FedEx Home Delivery,100.47
103 lbs,ground,7,FedEx Home Delivery,111.03
103 lbs,ground,8,FedEx Home Delivery,122.29
104 lbs,ground,2,FedEx Home Delivery,72.51
104 lbs,ground,3,FedEx Home Delivery,73.52
104 lbs,ground,4,FedEx Home Delivery,80.39
104 lbs,ground,5,FedEx Home Delivery,85.74
104 lbs,ground,6,FedEx Home Delivery,100.48
104 lbs,ground,7,FedEx Home Delivery,111.04
104 lbs,ground,8,FedEx Home Delivery,122.3
105 lbs,ground,2,FedEx Home Delivery,75.1
105 lbs,ground,3,FedEx Home Delivery,75.69
105 lbs,ground,4,FedEx Home Delivery,82.09
105 lbs,ground,5,FedEx Home Delivery,88.34
105 lbs,ground,6,FedEx Home Delivery,102.97
105 lbs,ground,7,FedEx Home Delivery,113.62
105 lbs,ground,8,FedEx Home Delivery,125.31
106 lbs,ground,2,FedEx Home Delivery,75.62
106 lbs,ground,3,FedEx Home Delivery,75.7
106 lbs,ground,4,FedEx Home Delivery,82.1
106 lbs,ground,5,FedEx Home Delivery,88.35
106 lbs,ground,6,FedEx Home Delivery,102.98
106 lbs,ground,7,FedEx Home Delivery,113.63
106 lbs,ground,8,FedEx Home Delivery,125.32
107 lbs,ground,2,FedEx Home Delivery,76.02
107 lbs,ground,3,FedEx Home Delivery,76.75
107 lbs,ground,4,FedEx Home Delivery,83.2
107 lbs,ground,5,FedEx Home Delivery,89.3
107 lbs,ground,6,FedEx Home Delivery,102.99
107 lbs,ground,7,FedEx Home Delivery,114.48
107 lbs,ground,8,FedEx Home Delivery,126.3
108 lbs,ground,2,FedEx Home Delivery,77.1
108 lbs,ground,3,FedEx Home Delivery,77.59
108 lbs,ground,4,FedEx Home Delivery,84.0
108 lbs,ground,5,FedEx Home Delivery,89.31
108 lbs,ground,6,FedEx Home Delivery,103.91
108 lbs,ground,7,FedEx Home Delivery,114.49
108 lbs,ground,8,FedEx Home Delivery,126.32
109 lbs,ground,2,FedEx Home Delivery,79.43
109 lbs,ground,3,FedEx Home Delivery,79.45
109 lbs,ground,4,FedEx Home Delivery,85.04
109 lbs,ground,5,FedEx Home Delivery,91.04
109 lbs,ground,6,FedEx Home Delivery,104.81
109 lbs,ground,7,FedEx Home Delivery,116.54
109 lbs,ground,8,FedEx Home Delivery,128.62
110 lbs,ground,2,FedEx Home Delivery,80.8
110 lbs,ground,3,FedEx Home Delivery,81.36
110 lbs,ground,4,FedEx Home Delivery,86.84
110 lbs,ground,5,FedEx Home Delivery,92.79
110 lbs,ground,6,FedEx Home Delivery,107.72
110 lbs,ground,7,FedEx Home Delivery,118.72
110 lbs,ground,8,FedEx Home Delivery,131.0
111 lbs,ground,2,FedEx Home Delivery,80.81
111 lbs,ground,3,FedEx Home Delivery,81.48
111 lbs,ground,4,FedEx Home Delivery,88.75
111 lbs,ground,5,FedEx Home Delivery,93.69
111 lbs,ground,6,FedEx Home Delivery,107.73
111 lbs,ground,7,FedEx Home Delivery,119.57
111 lbs,ground,8,FedEx Home Delivery,132.55
112 lbs,ground,2,FedEx Home Delivery,81.76
112 lbs,ground,3,FedEx Home Delivery,83.16
112 lbs,ground,4,FedEx Home Delivery,88.76
112 lbs,ground,5,FedEx Home Delivery,93.7
112 lbs,ground,6,FedEx Home Delivery,108.58
112 lbs,ground,7,FedEx Home Delivery,119.58
112 lbs,ground,8,FedEx Home Delivery,132.56
113 lbs,ground,2,FedEx Home Delivery,81.77
113 lbs,ground,3,FedEx Home Delivery,83.17
113 lbs,ground,4,FedEx Home Delivery,89.74
113 lbs,ground,5,FedEx Home Delivery,94.57
113 lbs,ground,6,FedEx Home Delivery,108.59
113 lbs,ground,7,FedEx Home Delivery,119.59
113 lbs,ground,8,FedEx Home Delivery,133.71
114 lbs,ground,2,FedEx Home Delivery,82.63
114 lbs,ground,3,FedEx Home Delivery,84.95
114 lbs,ground,4,FedEx Home Delivery,91.61
114 lbs,ground,5,FedEx Home Delivery,96.41
114 lbs,ground,6,FedEx Home Delivery,111.47
114 lbs,ground,7,FedEx Home Delivery,122.58
114 lbs,ground,8,FedEx Home Delivery,135.84
115 lbs,ground,2,FedEx Home Delivery,85.14
115 lbs,ground,3,FedEx Home Delivery,86.23
115 lbs,ground,4,FedEx Home Delivery,91.64
115 lbs,ground,5,FedEx Home Delivery,97.58
115 lbs,ground,6,FedEx Home Delivery,111.49
115 lbs,ground,7,FedEx Home Delivery,123.75
115 lbs,ground,8,FedEx Home Delivery,135.89
116 lbs,ground,2,FedEx Home Delivery,85.15
116 lbs,ground,3,FedEx Home Delivery,86.24
116 lbs,ground,4,FedEx Home Delivery,92.76
116 lbs,ground,5,FedEx Home Delivery,97.59
116 lbs,ground,6,FedEx Home Delivery,113.12
116 lbs,ground,7,FedEx Home Delivery,125.3
116 lbs,ground,8,FedEx Home Delivery,138.0
117 lbs,ground,2,FedEx Home Delivery,85.24
117 lbs,ground,3,FedEx Home Delivery,87.07
117 lbs,ground,4,FedEx Home Delivery,93.65
117 lbs,ground,5,FedEx Home Delivery,98.9
117 lbs,ground,6,FedEx Home Delivery,113.13
117 lbs,ground,7,FedEx Home Delivery,125.31
117 lbs,ground,8,FedEx Home Delivery,138.9
118 lbs,ground,2,FedEx Home Delivery,86.15
118 lbs,ground,3,FedEx Home Delivery,88.09
118 lbs,ground,4,FedEx Home Delivery,93.74
118 lbs,ground,5,FedEx Home Delivery,99.19
118 lbs,ground,6,FedEx Home Delivery,113.96
118 lbs,ground,7,FedEx Home Delivery,125.32
118 lbs,ground,8,FedEx Home Delivery,141.28
119 lbs,ground,2,FedEx Home Delivery,88.71
119 lbs,ground,3,FedEx Home Delivery,89.9
119 lbs,ground,4,FedEx Home Delivery,96.52
119 lbs,ground,5,FedEx Home Delivery,100.69
119 lbs,ground,6,FedEx Home Delivery,113.97
119 lbs,ground,7,FedEx Home Delivery,126.3
119 lbs,ground,8,FedEx Home Delivery,141.29
120 lbs,ground,2,FedEx Home Delivery,91.12
120 lbs,ground,3,FedEx Home Delivery,91.19
120 lbs,ground,4,FedEx Home Delivery,96.66
120 lbs,ground,5,FedEx Home Delivery,101.38
120 lbs,ground,6,FedEx Home Delivery,115.96
120 lbs,ground,7,FedEx Home Delivery,127.96
120 lbs,ground,8,FedEx Home Delivery,141.3
121 lbs,ground,2,FedEx Home Delivery,91.13
121 lbs,ground,3,FedEx Home Delivery,91.21
121 lbs,ground,4,FedEx Home Delivery,96.67
121 lbs,ground,5,FedEx Home Delivery,101.4
121 lbs,ground,6,FedEx Home Delivery,116.7
121 lbs,ground,7,FedEx Home Delivery,127.98
121 lbs,ground,8,FedEx Home Delivery,141.31
122 lbs,ground,2,FedEx Home Delivery,91.14
122 lbs,ground,3,FedEx Home Delivery,92.96
122 lbs,ground,4,FedEx Home Delivery,97.62
122 lbs,ground,5,FedEx Home Delivery,102.31
122 lbs,ground,6,FedEx Home Delivery,117.61
122 lbs,ground,7,FedEx Home Delivery,129.99
122 lbs,ground,8,FedEx Home Delivery,143.79
123 lbs,ground,2,FedEx Home Delivery,91.96
123 lbs,ground,3,FedEx Home Delivery,93.05
123 lbs,ground,4,FedEx Home Delivery,100.55
123 lbs,ground,5,FedEx Home Delivery,105.1
123 lbs,ground,6,FedEx Home Delivery,118.53
123 lbs,ground,7,FedEx Home Delivery,132.38
123 lbs,ground,8,FedEx Home Delivery,145.75
124 lbs,ground,2,FedEx Home Delivery,91.97
124 lbs,ground,3,FedEx Home Delivery,93.97
124 lbs,ground,4,FedEx Home Delivery,101.6
124 lbs,ground,5,FedEx Home Delivery,105.11
124 lbs,ground,6,FedEx Home Delivery,119.31
124 lbs,ground,7,FedEx Home Delivery,132.39
124 lbs,ground,8,FedEx Home Delivery,145.76
125 lbs,ground,2,FedEx Home Delivery,92.85
125 lbs,ground,3,FedEx Home Delivery,93.98
125 lbs,ground,4,FedEx Home Delivery,101.61
125 lbs,ground,5,FedEx Home Delivery,105.12
125 lbs,ground,6,FedEx Home Delivery,119.32
125 lbs,ground,7,FedEx Home Delivery,132.4
125 lbs,ground,8,FedEx Home Delivery,145.77
126 lbs,ground,2,FedEx Home Delivery,94.71
126 lbs,ground,3,FedEx Home Delivery,94.9
126 lbs,ground,4,FedEx Home Delivery,102.65
126 lbs,ground,5,FedEx Home Delivery,105.13
126 lbs,ground,6,FedEx Home Delivery,120.03
126 lbs,ground,7,FedEx Home Delivery,132.41
126 lbs,ground,8,FedEx Home Delivery,150.91
127 lbs,ground,2,FedEx Home Delivery,94.72
127 lbs,ground,3,FedEx Home Delivery,96.54
127 lbs,ground,4,FedEx Home Delivery,104.64
127 lbs,ground,5,FedEx Home Delivery,107.52
127 lbs,ground,6,FedEx Home Delivery,122.76
127 lbs,ground,7,FedEx Home Delivery,134.8
127 lbs,ground,8,FedEx Home Delivery,150.92
128 lbs,ground,2,FedEx Home Delivery,95.6
128 lbs,ground,3,FedEx Home Delivery,96.55
128 lbs,ground,4,FedEx Home Delivery,104.65
128 lbs,ground,5,FedEx Home Delivery,107.54
128 lbs,ground,6,FedEx Home Delivery,122.77
128 lbs,ground,7,FedEx Home Delivery,134.81
128 lbs,ground,8,FedEx Home Delivery,151.73
129 lbs,ground,2,FedEx Home Delivery,97.42
129 lbs,ground,3,FedEx Home Delivery,97.79
129 lbs,ground,4,FedEx Home Delivery,104.69
129 lbs,ground,5,FedEx Home Delivery,108.27
129 lbs,ground,6,FedEx Home Delivery,122.78
129 lbs,ground,7,FedEx Home Delivery,134.83
129 lbs,ground,8,FedEx Home Delivery,153.19
130 lbs,ground,2,FedEx Home Delivery,97.8
130 lbs,ground,3,FedEx Home Delivery,97.82
130 lbs,ground,4,FedEx Home Delivery,105.63
130 lbs,ground,5,FedEx Home Delivery,108.28
130 lbs,ground,6,FedEx Home Delivery,123.67
130 lbs,ground,7,FedEx Home Delivery,136.58
130 lbs,ground,8,FedEx Home Delivery,156.7
131 lbs,ground,2,FedEx Home Delivery,98.34
131 lbs,ground,3,FedEx Home Delivery,99.35
131 lbs,ground,4,FedEx Home Delivery,107.64
131 lbs,ground,5,FedEx Home Delivery,110.05
131 lbs,ground,6,FedEx Home Delivery,125.49
131 lbs,ground,7,FedEx Home Delivery,137.87
131 lbs,ground,8,FedEx Home Delivery,157.42
132 lbs,ground,2,FedEx Home Delivery,99.38
132 lbs,ground,3,FedEx Home Delivery,99.39
132 lbs,ground,4,FedEx Home Delivery,107.65
132 lbs,ground,5,FedEx Home Delivery,110.78
132 lbs,ground,6,FedEx Home Delivery,125.5
132 lbs,ground,7,FedEx Home Delivery,137.88
132 lbs,ground,8,FedEx Home Delivery,157.43
133 lbs,ground,2,FedEx Home Delivery,100.22
133 lbs,ground,3,FedEx Home Delivery,100.49
133 lbs,ground,4,FedEx Home Delivery,107.66
133 lbs,ground,5,FedEx Home Delivery,110.79
133 lbs,ground,6,FedEx Home Delivery,126.15
133 lbs,ground,7,FedEx Home Delivery,137.89
133 lbs,ground,8,FedEx Home Delivery,157.44
134 lbs,ground,2,FedEx Home Delivery,102.09
134 lbs,ground,3,FedEx Home Delivery,102.21
134 lbs,ground,4,FedEx Home Delivery,109.78
134 lbs,ground,5,FedEx Home Delivery,112.78
134 lbs,ground,6,FedEx Home Delivery,128.33
134 lbs,ground,7,FedEx Home Delivery,140.15
134 lbs,ground,8,FedEx Home Delivery,157.46
135 lbs,ground,2,FedEx Home Delivery,102.87
135 lbs,ground,3,FedEx Home Delivery,104.23
135 lbs,ground,4,FedEx Home Delivery,111.78
135 lbs,ground,5,FedEx Home Delivery,114.78
135 lbs,ground,6,FedEx Home Delivery,129.91
135 lbs,ground,7,FedEx Home Delivery,140.89
135 lbs,ground,8,FedEx Home Delivery,158.23
136 lbs,ground,2,FedEx Home Delivery,103.62
136 lbs,ground,3,FedEx Home Delivery,104.24
136 lbs,ground,4,FedEx Home Delivery,112.54
136 lbs,ground,5,FedEx Home Delivery,115.78
136 lbs,ground,6,FedEx Home Delivery,129.92
