weight,transportation_type,zone,service_type,price
18 lbs,air,8,FedEx Express Saver,160.04
19 lbs,air,8,FedEx Express Saver,165.86
20 lbs,air,8,FedEx Express Saver,172.93
21 lbs,air,8,FedEx Express Saver,178.6
22 lbs,air,8,FedEx Express Saver,185.27
23 lbs,air,8,FedEx Express Saver,186.96
24 lbs,air,8,FedEx Express Saver,187.82
25 lbs,air,8,FedEx Express Saver,204.47
26 lbs,air,8,FedEx Express Saver,210.7
27 lbs,air,8,FedEx Express Saver,217.24
28 lbs,air,8,FedEx Express Saver,224.23
29 lbs,air,8,FedEx Express Saver,231.21
30 lbs,air,8,FedEx Express Saver,237.83
31 lbs,air,8,FedEx Express Saver,244.29
32 lbs,air,8,FedEx Express Saver,245.14
33 lbs,air,8,FedEx Express Saver,246.09
34 lbs,air,8,FedEx Express Saver,264.77
35 lbs,air,8,FedEx Express Saver,266.65
36 lbs,air,8,FedEx Express Saver,278.3
37 lbs,air,8,FedEx Express Saver,279.47
38 lbs,air,8,FedEx Express Saver,280.01
39 lbs,air,8,FedEx Express Saver,290.57
40 lbs,air,8,FedEx Express Saver,301.07
41 lbs,air,8,FedEx Express Saver,307.5
42 lbs,air,8,FedEx Express Saver,314.15
43 lbs,air,8,FedEx Express Saver,321.45
44 lbs,air,8,FedEx Express Saver,322.19
45 lbs,air,8,FedEx Express Saver,323.19
46 lbs,air,8,FedEx Express Saver,343.01
47 lbs,air,8,FedEx Express Saver,345.01
48 lbs,air,8,FedEx Express Saver,354.77
49 lbs,air,8,FedEx Express Saver,355.76
50 lbs,air,8,FedEx Express Saver,357.27
51 lbs,air,8,FedEx Express Saver,387.46
52 lbs,air,8,FedEx Express Saver,390.5
53 lbs,air,8,FedEx Express Saver,400.43
54 lbs,air,8,FedEx Express Saver,401.43
55 lbs,air,8,FedEx Express Saver,401.99
56 lbs,air,8,FedEx Express Saver,402.57
57 lbs,air,8,FedEx Express Saver,410.62
58 lbs,air,8,FedEx Express Saver,417.33
59 lbs,air,8,FedEx Express Saver,425.01
60 lbs,air,8,FedEx Express Saver,432.71
61 lbs,air,8,FedEx Express Saver,439.64
62 lbs,air,8,FedEx Express Saver,440.36
63 lbs,air,8,FedEx Express Saver,454.18
64 lbs,air,8,FedEx Express Saver,461.42
65 lbs,air,8,FedEx Express Saver,472.4
66 lbs,air,8,FedEx Express Saver,482.42
67 lbs,air,8,FedEx Express Saver,483.43
68 lbs,air,8,FedEx Express Saver,503.48
69 lbs,air,8,FedEx Express Saver,505.49
70 lbs,air,8,FedEx Express Saver,506.17
71 lbs,air,8,FedEx Express Saver,519.34
72 lbs,air,8,FedEx Express Saver,520.66
73 lbs,air,8,FedEx Express Saver,521.23
74 lbs,air,8,FedEx Express Saver,521.8
75 lbs,air,8,FedEx Express Saver,523.22
76 lbs,air,8,FedEx Express Saver,551.25
77 lbs,air,8,FedEx Express Saver,554.06
78 lbs,air,8,FedEx Express Saver,556.64
79 lbs,air,8,FedEx Express Saver,561.84
80 lbs,air,8,FedEx Express Saver,563.1
81 lbs,air,8,FedEx Express Saver,564.38
82 lbs,air,8,FedEx Express Saver,567.12
83 lbs,air,8,FedEx Express Saver,581.68
84 lbs,air,8,FedEx Express Saver,583.14
85 lbs,air,8,FedEx Express Saver,604.88
86 lbs,air,8,FedEx Express Saver,607.06
87 lbs,air,8,FedEx Express Saver,608.69
88 lbs,air,8,FedEx Express Saver,609.84
89 lbs,air,8,FedEx Express Saver,610.98
90 lbs,air,8,FedEx Express Saver,612.13
91 lbs,air,8,FedEx Express Saver,613.38
92 lbs,air,8,FedEx Express Saver,614.67
93 lbs,air,8,FedEx Express Saver,615.92
94 lbs,air,8,FedEx Express Saver,617.48
95 lbs,air,8,FedEx Express Saver,648.49
96 lbs,air,8,FedEx Express Saver,672.59
97 lbs,air,8,FedEx Express Saver,675.01
98 lbs,air,8,FedEx Express Saver,676.35
99 lbs,air,8,FedEx Express Saver,696.34
100 lbs,air,8,FedEx Express Saver,726.0
101 lbs,air,8,FedEx Express Saver,733.26
102 lbs,air,8,FedEx Express Saver,740.52
103 lbs,air,8,FedEx Express Saver,747.78
104 lbs,air,8,FedEx Express Saver,755.04
105 lbs,air,8,FedEx Express Saver,762.3
106 lbs,air,8,FedEx Express Saver,769.56
107 lbs,air,8,FedEx Express Saver,776.82
108 lbs,air,8,FedEx Express Saver,784.08
109 lbs,air,8,FedEx Express Saver,791.34
110 lbs,air,8,FedEx Express Saver,798.6
111 lbs,air,8,FedEx Express Saver,805.86
112 lbs,air,8,FedEx Express Saver,813.12
113 lbs,air,8,FedEx Express Saver,820.38
114 lbs,air,8,FedEx Express Saver,827.64
115 lbs,air,8,FedEx Express Saver,834.9
116 lbs,air,8,FedEx Express Saver,842.16
117 lbs,air,8,FedEx Express Saver,849.42
118 lbs,air,8,FedEx Express Saver,856.68
119 lbs,air,8,FedEx Express Saver,863.94
120 lbs,air,8,FedEx Express Saver,871.2
121 lbs,air,8,FedEx Express Saver,878.46
122 lbs,air,8,FedEx Express Saver,885.72
123 lbs,air,8,FedEx Express Saver,892.98
124 lbs,air,8,FedEx Express Saver,900.24
125 lbs,air,8,FedEx Express Saver,907.5
126 lbs,air,8,FedEx Express Saver,914.76
127 lbs,air,8,FedEx Express Saver,922.02
128 lbs,air,8,FedEx Express Saver,929.28
129 lbs,air,8,FedEx Express Saver,936.54
130 lbs,air,8,FedEx Express Saver,943.8
131 lbs,air,8,FedEx Express Saver,951.06
132 lbs,air,8,FedEx Express Saver,958.32
133 lbs,air,8,FedEx Express Saver,965.58
134 lbs,air,8,FedEx Express Saver,972.84
135 lbs,air,8,FedEx Express Saver,980.1
136 lbs,air,8,FedEx Express Saver,987.36
137 lbs,air,8,FedEx Express Saver,994.62
1 lb,ground,2,FedEx Home Delivery,11.32
1 lb,ground,3,FedEx Home Delivery,11.65
1 lb,ground,4,FedEx Home Delivery,12.69
1 lb,ground,5,FedEx Home Delivery,13.27
1 lb,ground,6,FedEx Home Delivery,13.93
1 lb,ground,7,FedEx Home Delivery,13.72
1 lb,ground,8,FedEx Home Delivery,14.17
2 lbs,ground,2,FedEx Home Delivery,12.08
2 lbs,ground,3,FedEx Home Delivery,13.32
2 lbs,ground,4,FedEx Home Delivery,14.53
2 lbs,ground,5,FedEx Home Delivery,14.84
2 lbs,ground,6,FedEx Home Delivery,16.13
2 lbs,ground,7,FedEx Home Delivery,15.49
2 lbs,ground,8,FedEx Home Delivery,16.4
3 lbs,ground,2,FedEx Home Delivery,12.57
3 lbs,ground,3,FedEx Home Delivery,14.03
3 lbs,ground,4,FedEx Home Delivery,15.16
3 lbs,ground,5,FedEx Home Delivery,15.93
3 lbs,ground,6,FedEx Home Delivery,17.2
3 lbs,ground,7,FedEx Home Delivery,16.58
3 lbs,ground,8,FedEx Home Delivery,18.05
4 lbs,ground,2,FedEx Home Delivery,12.94
4 lbs,ground,3,FedEx Home Delivery,14.11
4 lbs,ground,4,FedEx Home Delivery,15.78
4 lbs,ground,5,FedEx Home Delivery,16.81
4 lbs,ground,6,FedEx Home Delivery,18.47
4 lbs,ground,7,FedEx Home Delivery,17.27
4 lbs,ground,8,FedEx Home Delivery,19.34
5 lbs,ground,2,FedEx Home Delivery,13.29
5 lbs,ground,3,FedEx Home Delivery,14.76
5 lbs,ground,4,FedEx Home Delivery,16.17
5 lbs,ground,5,FedEx Home Delivery,17.56
5 lbs,ground,6,FedEx Home Delivery,19.34
5 lbs,ground,7,FedEx Home Delivery,18.26
5 lbs,ground,8,FedEx Home Delivery,20.48
6 lbs,ground,2,FedEx Home Delivery,13.39
6 lbs,ground,3,FedEx Home Delivery,14.81
6 lbs,ground,4,FedEx Home Delivery,16.33
6 lbs,ground,5,FedEx Home Delivery,17.63
6 lbs,ground,6,FedEx Home Delivery,19.86
6 lbs,ground,7,FedEx Home Delivery,18.28
6 lbs,ground,8,FedEx Home Delivery,20.49
7 lbs,ground,2,FedEx Home Delivery,14.15
7 lbs,ground,3,FedEx Home Delivery,15.15
7 lbs,ground,4,FedEx Home Delivery,16.76
7 lbs,ground,5,FedEx Home Delivery,18.19
7 lbs,ground,6,FedEx Home Delivery,20.66
7 lbs,ground,7,FedEx Home Delivery,19.36
7 lbs,ground,8,FedEx Home Delivery,21.26
8 lbs,ground,2,FedEx Home Delivery,14.56
8 lbs,ground,3,FedEx Home Delivery,15.7
8 lbs,ground,4,FedEx Home Delivery,17.34
8 lbs,ground,5,FedEx Home Delivery,18.71
8 lbs,ground,6,FedEx Home Delivery,20.66
8 lbs,ground,7,FedEx Home Delivery,19.36
8 lbs,ground,8,FedEx Home Delivery,22.19
9 lbs,ground,2,FedEx Home Delivery,14.78
9 lbs,ground,3,FedEx Home Delivery,15.92
9 lbs,ground,4,FedEx Home Delivery,17.42
9 lbs,ground,5,FedEx Home Delivery,18.87
9 lbs,ground,6,FedEx Home Delivery,21.52
9 lbs,ground,7,FedEx Home Delivery,19.77
9 lbs,ground,8,FedEx Home Delivery,23.37
10 lbs,ground,2,FedEx Home Delivery,14.98
10 lbs,ground,3,FedEx Home Delivery,16.09
10 lbs,ground,4,FedEx Home Delivery,17.59
10 lbs,ground,5,FedEx Home Delivery,19.39
10 lbs,ground,6,FedEx Home Delivery,22.54
10 lbs,ground,7,FedEx Home Delivery,20.0
10 lbs,ground,8,FedEx Home Delivery,24.91
11 lbs,ground,2,FedEx Home Delivery,15.92
11 lbs,ground,3,FedEx Home Delivery,16.56
11 lbs,ground,4,FedEx Home Delivery,18.17
11 lbs,ground,5,FedEx Home Delivery,19.71
11 lbs,ground,6,FedEx Home Delivery,24.66
11 lbs,ground,7,FedEx Home Delivery,20.91
11 lbs,ground,8,FedEx Home Delivery,26.79
12 lbs,ground,2,FedEx Home Delivery,16.18
12 lbs,ground,3,FedEx Home Delivery,17.26
12 lbs,ground,4,FedEx Home Delivery,18.35
12 lbs,ground,5,FedEx Home Delivery,19.99
12 lbs,ground,6,FedEx Home Delivery,25.65
12 lbs,ground,7,FedEx Home Delivery,21.64
12 lbs,ground,8,FedEx Home Delivery,28.04
13 lbs,ground,2,FedEx Home Delivery,16.19
13 lbs,ground,3,FedEx Home Delivery,17.34
13 lbs,ground,4,FedEx Home Delivery,18.56
13 lbs,ground,5,FedEx Home Delivery,20.37
13 lbs,ground,6,FedEx Home Delivery,27.22
13 lbs,ground,7,FedEx Home Delivery,22.31
13 lbs,ground,8,FedEx Home Delivery,29.31
14 lbs,ground,2,FedEx Home Delivery,16.86
14 lbs,ground,3,FedEx Home Delivery,17.81
14 lbs,ground,4,FedEx Home Delivery,18.75
14 lbs,ground,5,FedEx Home Delivery,20.87
14 lbs,ground,6,FedEx Home Delivery,29.16
14 lbs,ground,7,FedEx Home Delivery,23.62
14 lbs,ground,8,FedEx Home Delivery,31.87
15 lbs,ground,2,FedEx Home Delivery,16.87
15 lbs,ground,3,FedEx Home Delivery,18.2
15 lbs,ground,4,FedEx Home Delivery,19.01
15 lbs,ground,5,FedEx Home Delivery,21.61
15 lbs,ground,6,FedEx Home Delivery,30.07
15 lbs,ground,7,FedEx Home Delivery,24.92
15 lbs,ground,8,FedEx Home Delivery,33.18
16 lbs,ground,2,FedEx Home Delivery,17.3
16 lbs,ground,3,FedEx Home Delivery,18.73
16 lbs,ground,4,FedEx Home Delivery,19.36
16 lbs,ground,5,FedEx Home Delivery,21.98
16 lbs,ground,6,FedEx Home Delivery,31.66
16 lbs,ground,7,FedEx Home Delivery,25.72
16 lbs,ground,8,FedEx Home Delivery,34.83
17 lbs,ground,2,FedEx Home Delivery,17.42
17 lbs,ground,3,FedEx Home Delivery,19.12
17 lbs,ground,4,FedEx Home Delivery,19.57
17 lbs,ground,5,FedEx Home Delivery,22.6
17 lbs,ground,6,FedEx Home Delivery,33.28
17 lbs,ground,7,FedEx Home Delivery,26.82
17 lbs,ground,8,FedEx Home Delivery,34.84
18 lbs,ground,2,FedEx Home Delivery,17.6
18 lbs,ground,3,FedEx Home Delivery,19.37
18 lbs,ground,4,FedEx Home Delivery,19.78
18 lbs,ground,5,FedEx Home Delivery,23.69
18 lbs,ground,6,FedEx Home Delivery,34.27
18 lbs,ground,7,FedEx Home Delivery,28.22
18 lbs,ground,8,FedEx Home Delivery,37.56
19 lbs,ground,2,FedEx Home Delivery,18.08
19 lbs,ground,3,FedEx Home Delivery,20.31
19 lbs,ground,4,FedEx Home Delivery,20.85
19 lbs,ground,5,FedEx Home Delivery,24.81
19 lbs,ground,6,FedEx Home Delivery,35.31
19 lbs,ground,7,FedEx Home Delivery,29.05
19 lbs,ground,8,FedEx Home Delivery,39.36
20 lbs,ground,2,FedEx Home Delivery,18.21
20 lbs,ground,3,FedEx Home Delivery,20.48
20 lbs,ground,4,FedEx Home Delivery,20.96
20 lbs,ground,5,FedEx Home Delivery,25.79
20 lbs,ground,6,FedEx Home Delivery,36.62
20 lbs,ground,7,FedEx Home Delivery,30.04
20 lbs,ground,8,FedEx Home Delivery,40.79
21 lbs,ground,2,FedEx Home Delivery,18.88
21 lbs,ground,3,FedEx Home Delivery,21.28
21 lbs,ground,4,FedEx Home Delivery,22.08
21 lbs,ground,5,FedEx Home Delivery,26.09
21 lbs,ground,6,FedEx Home Delivery,37.64
21 lbs,ground,7,FedEx Home Delivery,30.98
21 lbs,ground,8,FedEx Home Delivery,42.04
22 lbs,ground,2,FedEx Home Delivery,18.93
22 lbs,ground,3,FedEx Home Delivery,21.49
22 lbs,ground,4,FedEx Home Delivery,22.67
22 lbs,ground,5,FedEx Home Delivery,26.81
22 lbs,ground,6,FedEx Home Delivery,39.03
22 lbs,ground,7,FedEx Home Delivery,32.24
22 lbs,ground,8,FedEx Home Delivery,43.89
23 lbs,ground,2,FedEx Home Delivery,19.0
23 lbs,ground,3,FedEx Home Delivery,21.91
23 lbs,ground,4,FedEx Home Delivery,23.17
23 lbs,ground,5,FedEx Home Delivery,27.31
23 lbs,ground,6,FedEx Home Delivery,39.97
23 lbs,ground,7,FedEx Home Delivery,33.46
23 lbs,ground,8,FedEx Home Delivery,45.62
24 lbs,ground,2,FedEx Home Delivery,19.52
24 lbs,ground,3,FedEx Home Delivery,22.79
24 lbs,ground,4,FedEx Home Delivery,24.37
24 lbs,ground,5,FedEx Home Delivery,28.77
24 lbs,ground,6,FedEx Home Delivery,41.31
24 lbs,ground,7,FedEx Home Delivery,35.05
24 lbs,ground,8,FedEx Home Delivery,48.24
25 lbs,ground,2,FedEx Home Delivery,19.59
25 lbs,ground,3,FedEx Home Delivery,22.88
25 lbs,ground,4,FedEx Home Delivery,24.48
25 lbs,ground,5,FedEx Home Delivery,29.32
25 lbs,ground,6,FedEx Home Delivery,43.59
25 lbs,ground,7,FedEx Home Delivery,36.07
25 lbs,ground,8,FedEx Home Delivery,49.72
26 lbs,ground,2,FedEx Home Delivery,20.53
26 lbs,ground,3,FedEx Home Delivery,23.66
26 lbs,ground,4,FedEx Home Delivery,25.51
26 lbs,ground,5,FedEx Home Delivery,30.52
26 lbs,ground,6,FedEx Home Delivery,45.37
26 lbs,ground,7,FedEx Home Delivery,37.38
26 lbs,ground,8,FedEx Home Delivery,51.78
27 lbs,ground,2,FedEx Home Delivery,21.1
27 lbs,ground,3,FedEx Home Delivery,24.23
27 lbs,ground,4,FedEx Home Delivery,26.02
27 lbs,ground,5,FedEx Home Delivery,31.02
27 lbs,ground,6,FedEx Home Delivery,46.21
27 lbs,ground,7,FedEx Home Delivery,38.89
27 lbs,ground,8,FedEx Home Delivery,52.65
28 lbs,ground,2,FedEx Home Delivery,21.6
28 lbs,ground,3,FedEx Home Delivery,24.81
28 lbs,ground,4,FedEx Home Delivery,27.22
28 lbs,ground,5,FedEx Home Delivery,32.84
28 lbs,ground,6,FedEx Home Delivery,48.28
28 lbs,ground,7,FedEx Home Delivery,40.79
28 lbs,ground,8,FedEx Home Delivery,54.66
29 lbs,ground,2,FedEx Home Delivery,21.64
29 lbs,ground,3,FedEx Home Delivery,25.28
29 lbs,ground,4,FedEx Home Delivery,27.47
29 lbs,ground,5,FedEx Home Delivery,32.86
29 lbs,ground,6,FedEx Home Delivery,49.38
29 lbs,ground,7,FedEx Home Delivery,41.95
29 lbs,ground,8,FedEx Home Delivery,56.12
30 lbs,ground,2,FedEx Home Delivery,21.86
30 lbs,ground,3,FedEx Home Delivery,25.88
30 lbs,ground,4,FedEx Home Delivery,28.51
30 lbs,ground,5,FedEx Home Delivery,34.15
30 lbs,ground,6,FedEx Home Delivery,49.63
30 lbs,ground,7,FedEx Home Delivery,42.63
30 lbs,ground,8,FedEx Home Delivery,58.45
31 lbs,ground,2,FedEx Home Delivery,22.8
31 lbs,ground,3,FedEx Home Delivery,26.46
31 lbs,ground,4,FedEx Home Delivery,29.09
31 lbs,ground,5,FedEx Home Delivery,34.59
31 lbs,ground,6,FedEx Home Delivery,51.47
31 lbs,ground,7,FedEx Home Delivery,43.87
31 lbs,ground,8,FedEx Home Delivery,60.32
32 lbs,ground,2,FedEx Home Delivery,22.81
32 lbs,ground,3,FedEx Home Delivery,26.47
32 lbs,ground,4,FedEx Home Delivery,29.1
32 lbs,ground,5,FedEx Home Delivery,34.6
32 lbs,ground,6,FedEx Home Delivery,51.48
32 lbs,ground,7,FedEx Home Delivery,43.88
32 lbs,ground,8,FedEx Home Delivery,60.98
33 lbs,ground,2,FedEx Home Delivery,22.94
33 lbs,ground,3,FedEx Home Delivery,26.86
33 lbs,ground,4,FedEx Home Delivery,30.41
33 lbs,ground,5,FedEx Home Delivery,36.22
33 lbs,ground,6,FedEx Home Delivery,53.18
33 lbs,ground,7,FedEx Home Delivery,46.64
33 lbs,ground,8,FedEx Home Delivery,62.63
34 lbs,ground,2,FedEx Home Delivery,23.08
34 lbs,ground,3,FedEx Home Delivery,27.46
34 lbs,ground,4,FedEx Home Delivery,31.37
34 lbs,ground,5,FedEx Home Delivery,37.49
34 lbs,ground,6,FedEx Home Delivery,54.77
34 lbs,ground,7,FedEx Home Delivery,46.65
34 lbs,ground,8,FedEx Home Delivery,65.63
35 lbs,ground,2,FedEx Home Delivery,23.51
35 lbs,ground,3,FedEx Home Delivery,28.92
35 lbs,ground,4,FedEx Home Delivery,32.41
35 lbs,ground,5,FedEx Home Delivery,38.39
35 lbs,ground,6,FedEx Home Delivery,56.18
35 lbs,ground,7,FedEx Home Delivery,47.45
35 lbs,ground,8,FedEx Home Delivery,66.1
36 lbs,ground,2,FedEx Home Delivery,23.86
36 lbs,ground,3,FedEx Home Delivery,28.93
36 lbs,ground,4,FedEx Home Delivery,32.66
36 lbs,ground,5,FedEx Home Delivery,39.34
36 lbs,ground,6,FedEx Home Delivery,58.09
36 lbs,ground,7,FedEx Home Delivery,49.44
36 lbs,ground,8,FedEx Home Delivery,68.69
37 lbs,ground,2,FedEx Home Delivery,24.22
37 lbs,ground,3,FedEx Home Delivery,29.32
37 lbs,ground,4,FedEx Home Delivery,33.0
37 lbs,ground,5,FedEx Home Delivery,40.21
37 lbs,ground,6,FedEx Home Delivery,59.97
37 lbs,ground,7,FedEx Home Delivery,49.66
37 lbs,ground,8,FedEx Home Delivery,69.37
38 lbs,ground,2,FedEx Home Delivery,24.6
38 lbs,ground,3,FedEx Home Delivery,29.76
38 lbs,ground,4,FedEx Home Delivery,34.06
38 lbs,ground,5,FedEx Home Delivery,41.18
38 lbs,ground,6,FedEx Home Delivery,60.2
38 lbs,ground,7,FedEx Home Delivery,50.78
38 lbs,ground,8,FedEx Home Delivery,70.66
39 lbs,ground,2,FedEx Home Delivery,25.42
39 lbs,ground,3,FedEx Home Delivery,30.92
39 lbs,ground,4,FedEx Home Delivery,35.52
39 lbs,ground,5,FedEx Home Delivery,42.45
39 lbs,ground,6,FedEx Home Delivery,62.57
39 lbs,ground,7,FedEx Home Delivery,53.09
39 lbs,ground,8,FedEx Home Delivery,72.11
40 lbs,ground,2,FedEx Home Delivery,25.44
40 lbs,ground,3,FedEx Home Delivery,31.04
40 lbs,ground,4,FedEx Home Delivery,35.53
40 lbs,ground,5,FedEx Home Delivery,42.46
40 lbs,ground,6,FedEx Home Delivery,62.58
40 lbs,ground,7,FedEx Home Delivery,53.16
40 lbs,ground,8,FedEx Home Delivery,72.13
41 lbs,ground,2,FedEx Home Delivery,26.01
41 lbs,ground,3,FedEx Home Delivery,32.38
41 lbs,ground,4,FedEx Home Delivery,36.56
41 lbs,ground,5,FedEx Home Delivery,43.97
41 lbs,ground,6,FedEx Home Delivery,64.51
41 lbs,ground,7,FedEx Home Delivery,55.37
41 lbs,ground,8,FedEx Home Delivery,74.85
42 lbs,ground,2,FedEx Home Delivery,26.02
42 lbs,ground,3,FedEx Home Delivery,32.5
42 lbs,ground,4,FedEx Home Delivery,37.98
42 lbs,ground,5,FedEx Home Delivery,44.11
42 lbs,ground,6,FedEx Home Delivery,65.61
42 lbs,ground,7,FedEx Home Delivery,55.62
42 lbs,ground,8,FedEx Home Delivery,75.23
43 lbs,ground,2,FedEx Home Delivery,26.52
43 lbs,ground,3,FedEx Home Delivery,32.96
43 lbs,ground,4,FedEx Home Delivery,38.04
43 lbs,ground,5,FedEx Home Delivery,46.36
43 lbs,ground,6,FedEx Home Delivery,67.99
43 lbs,ground,7,FedEx Home Delivery,58.64
43 lbs,ground,8,FedEx Home Delivery,77.28
44 lbs,ground,2,FedEx Home Delivery,26.88
44 lbs,ground,3,FedEx Home Delivery,33.46
44 lbs,ground,4,FedEx Home Delivery,39.02
44 lbs,ground,5,FedEx Home Delivery,47.19
44 lbs,ground,6,FedEx Home Delivery,70.1
44 lbs,ground,7,FedEx Home Delivery,58.98
44 lbs,ground,8,FedEx Home Delivery,78.08
45 lbs,ground,2,FedEx Home Delivery,26.93
45 lbs,ground,3,FedEx Home Delivery,33.47
45 lbs,ground,4,FedEx Home Delivery,39.03
45 lbs,ground,5,FedEx Home Delivery,47.2
45 lbs,ground,6,FedEx Home Delivery,71.47
45 lbs,ground,7,FedEx Home Delivery,59.0
45 lbs,ground,8,FedEx Home Delivery,78.63
46 lbs,ground,2,FedEx Home Delivery,27.63
46 lbs,ground,3,FedEx Home Delivery,33.82
46 lbs,ground,4,FedEx Home Delivery,40.27
46 lbs,ground,5,FedEx Home Delivery,48.1
46 lbs,ground,6,FedEx Home Delivery,72.24
46 lbs,ground,7,FedEx Home Delivery,60.56
46 lbs,ground,8,FedEx Home Delivery,80.72
47 lbs,ground,2,FedEx Home Delivery,27.64
47 lbs,ground,3,FedEx Home Delivery,34.58
47 lbs,ground,4,FedEx Home Delivery,40.92
47 lbs,ground,5,FedEx Home Delivery,48.44
47 lbs,ground,6,FedEx Home Delivery,73.64
47 lbs,ground,7,FedEx Home Delivery,61.38
47 lbs,ground,8,FedEx Home Delivery,82.02
48 lbs,ground,2,FedEx Home Delivery,27.65
48 lbs,ground,3,FedEx Home Delivery,34.59
48 lbs,ground,4,FedEx Home Delivery,41.39
48 lbs,ground,5,FedEx Home Delivery,50.19
48 lbs,ground,6,FedEx Home Delivery,74.32
48 lbs,ground,7,FedEx Home Delivery,62.29
48 lbs,ground,8,FedEx Home Delivery,83.32
49 lbs,ground,2,FedEx Home Delivery,27.66
49 lbs,ground,3,FedEx Home Delivery,34.6
49 lbs,ground,4,FedEx Home Delivery,41.4
49 lbs,ground,5,FedEx Home Delivery,50.2
49 lbs,ground,6,FedEx Home Delivery,75.81
49 lbs,ground,7,FedEx Home Delivery,62.76
49 lbs,ground,8,FedEx Home Delivery,83.81
50 lbs,ground,2,FedEx Home Delivery,27.67
50 lbs,ground,3,FedEx Home Delivery,34.61
50 lbs,ground,4,FedEx Home Delivery,41.42
50 lbs,ground,5,FedEx Home Delivery,50.24
50 lbs,ground,6,FedEx Home Delivery,76.47
50 lbs,ground,7,FedEx Home Delivery,63.3
50 lbs,ground,8,FedEx Home Delivery,84.99
51 lbs,ground,2,FedEx Home Delivery,27.68
51 lbs,ground,3,FedEx Home Delivery,34.62
51 lbs,ground,4,FedEx Home Delivery,41.62
51 lbs,ground,5,FedEx Home Delivery,50.48
51 lbs,ground,6,FedEx Home Delivery,64.09
51 lbs,ground,7,FedEx Home Delivery,77.42
51 lbs,ground,8,FedEx Home Delivery,86.95
52 lbs,ground,2,FedEx Home Delivery,27.69
52 lbs,ground,3,FedEx Home Delivery,34.63
52 lbs,ground,4,FedEx Home Delivery,41.64
52 lbs,ground,5,FedEx Home Delivery,50.51
52 lbs,ground,6,FedEx Home Delivery,64.1
52 lbs,ground,7,FedEx Home Delivery,77.44
52 lbs,ground,8,FedEx Home Delivery,86.96
53 lbs,ground,2,FedEx Home Delivery,27.7
53 lbs,ground,3,FedEx Home Delivery,34.64
53 lbs,ground,4,FedEx Home Delivery,41.66
53 lbs,ground,5,FedEx Home Delivery,51.01
53 lbs,ground,6,FedEx Home Delivery,64.11
53 lbs,ground,7,FedEx Home Delivery,77.45
53 lbs,ground,8,FedEx Home Delivery,87.81
54 lbs,ground,2,FedEx Home Delivery,27.71
54 lbs,ground,3,FedEx Home Delivery,34.65
54 lbs,ground,4,FedEx Home Delivery,41.72
54 lbs,ground,5,FedEx Home Delivery,51.1
54 lbs,ground,6,FedEx Home Delivery,64.13
54 lbs,ground,7,FedEx Home Delivery,77.46
54 lbs,ground,8,FedEx Home Delivery,87.82
55 lbs,ground,2,FedEx Home Delivery,27.72
55 lbs,ground,3,FedEx Home Delivery,34.66
55 lbs,ground,4,FedEx Home Delivery,41.73
55 lbs,ground,5,FedEx Home Delivery,51.11
55 lbs,ground,6,FedEx Home Delivery,64.14
55 lbs,ground,7,FedEx Home Delivery,77.47
55 lbs,ground,8,FedEx Home Delivery,87.83
56 lbs,ground,2,FedEx Home Delivery,27.74
56 lbs,ground,3,FedEx Home Delivery,34.68
56 lbs,ground,4,FedEx Home Delivery,41.74
56 lbs,ground,5,FedEx Home Delivery,51.12
56 lbs,ground,6,FedEx Home Delivery,64.16
56 lbs,ground,7,FedEx Home Delivery,77.49
56 lbs,ground,8,FedEx Home Delivery,88.93
57 lbs,ground,2,FedEx Home Delivery,28.24
57 lbs,ground,3,FedEx Home Delivery,34.86
57 lbs,ground,4,FedEx Home Delivery,41.75
57 lbs,ground,5,FedEx Home Delivery,52.65
57 lbs,ground,6,FedEx Home Delivery,64.18
57 lbs,ground,7,FedEx Home Delivery,77.51
57 lbs,ground,8,FedEx Home Delivery,89.83
58 lbs,ground,2,FedEx Home Delivery,28.25
58 lbs,ground,3,FedEx Home Delivery,34.87
58 lbs,ground,4,FedEx Home Delivery,41.77
58 lbs,ground,5,FedEx Home Delivery,52.67
58 lbs,ground,6,FedEx Home Delivery,64.19
58 lbs,ground,7,FedEx Home Delivery,77.52
58 lbs,ground,8,FedEx Home Delivery,90.62
59 lbs,ground,2,FedEx Home Delivery,28.27
59 lbs,ground,3,FedEx Home Delivery,34.9
59 lbs,ground,4,FedEx Home Delivery,42.06
59 lbs,ground,5,FedEx Home Delivery,52.7
59 lbs,ground,6,FedEx Home Delivery,64.64
59 lbs,ground,7,FedEx Home Delivery,77.53
59 lbs,ground,8,FedEx Home Delivery,92.13
60 lbs,ground,2,FedEx Home Delivery,29.05
60 lbs,ground,3,FedEx Home Delivery,36.25
60 lbs,ground,4,FedEx Home Delivery,42.78
60 lbs,ground,5,FedEx Home Delivery,54.56
60 lbs,ground,6,FedEx Home Delivery,65.84
60 lbs,ground,7,FedEx Home Delivery,77.81
60 lbs,ground,8,FedEx Home Delivery,92.69
61 lbs,ground,2,FedEx Home Delivery,29.06
61 lbs,ground,3,FedEx Home Delivery,36.35
61 lbs,ground,4,FedEx Home Delivery,43.2
61 lbs,ground,5,FedEx Home Delivery,54.69
61 lbs,ground,6,FedEx Home Delivery,65.85
61 lbs,ground,7,FedEx Home Delivery,77.82
61 lbs,ground,8,FedEx Home Delivery,92.7
